"HHID","TIME","PASTA","EXPOS","AGE","INCOME","AREA"
"1",1,1,0.939444279331031,1,61.7107579009607,25186.7987723292,3
"2",1,2,2.5609686389518,2,61.7107579009607,25186.7987723292,3
"3",1,3,0.901123323210276,0,61.7107579009607,25186.7987723292,3
"4",1,4,1.91653001196651,1,61.7107579009607,25186.7987723292,3
"5",1,5,1.54875103610479,0,61.7107579009607,25186.7987723292,3
"6",1,6,2.16940497040802,0,61.7107579009607,25186.7987723292,3
"7",1,7,2.80470241626694,0,61.7107579009607,25186.7987723292,3
"8",1,8,2.28801347047973,0,61.7107579009607,25186.7987723292,3
"9",1,9,2.26332558091365,0,61.7107579009607,25186.7987723292,3
"10",1,10,1.35700961522873,1,61.7107579009607,25186.7987723292,3
"11",1,11,1.88009937436901,1,61.7107579009607,25186.7987723292,3
"12",1,12,2.30581275209835,0,61.7107579009607,25186.7987723292,3
"13",1,13,1.10424963668752,0,61.7107579009607,25186.7987723292,3
"14",1,14,1.71895053520124,1,61.7107579009607,25186.7987723292,3
"15",1,15,1.40523104681121,0,61.7107579009607,25186.7987723292,3
"16",1,16,3.54769054528736,0,61.7107579009607,25186.7987723292,3
"17",1,17,3.01214303011097,0,61.7107579009607,25186.7987723292,3
"18",1,18,1.86737674373678,1,61.7107579009607,25186.7987723292,3
"19",1,19,3.76310182143654,0,61.7107579009607,25186.7987723292,3
"20",1,20,3.17033324033455,1,61.7107579009607,25186.7987723292,3
"21",2,1,1.3165477213111,0,42.1883929686155,23946.7854271657,3
"22",2,2,0.998392511080919,2,42.1883929686155,23946.7854271657,3
"23",2,3,2.40944447342189,1,42.1883929686155,23946.7854271657,3
"24",2,4,2.49663269240306,0,42.1883929686155,23946.7854271657,3
"25",2,5,1.75409459814618,1,42.1883929686155,23946.7854271657,3
"26",2,6,1.66027719416967,0,42.1883929686155,23946.7854271657,3
"27",2,7,3.67182250673648,1,42.1883929686155,23946.7854271657,3
"28",2,8,1.76648120353179,1,42.1883929686155,23946.7854271657,3
"29",2,9,2.79257623475621,1,42.1883929686155,23946.7854271657,3
"30",2,10,0.803782594598678,0,42.1883929686155,23946.7854271657,3
"31",2,11,2.28927734013555,1,42.1883929686155,23946.7854271657,3
"32",2,12,2.68315848271252,1,42.1883929686155,23946.7854271657,3
"33",2,13,1.7330471829836,1,42.1883929686155,23946.7854271657,3
"34",2,14,2.69259440027714,0,42.1883929686155,23946.7854271657,3
"35",2,15,2.31909215900428,1,42.1883929686155,23946.7854271657,3
"36",2,16,4.05338621053903,3,42.1883929686155,23946.7854271657,3
"37",2,17,2.53599970622926,0,42.1883929686155,23946.7854271657,3
"38",2,18,1.98901685569945,0,42.1883929686155,23946.7854271657,3
"39",2,19,4.06343257059331,0,42.1883929686155,23946.7854271657,3
"40",2,20,2.32622604741323,1,42.1883929686155,23946.7854271657,3
"41",3,1,0.697272229320529,0,45.9157784443814,13044.663873037,4
"42",3,2,3.65306765561196,1,45.9157784443814,13044.663873037,4
"43",3,3,1.85373371220264,1,45.9157784443814,13044.663873037,4
"44",3,4,1.66795680336779,0,45.9157784443814,13044.663873037,4
"45",3,5,2.2212441312143,1,45.9157784443814,13044.663873037,4
"46",3,6,0.993577335347148,2,45.9157784443814,13044.663873037,4
"47",3,7,0.941390990210998,0,45.9157784443814,13044.663873037,4
"48",3,8,0,0,45.9157784443814,13044.663873037,4
"49",3,9,0.267216974128757,0,45.9157784443814,13044.663873037,4
"50",3,10,2.42482216748405,0,45.9157784443814,13044.663873037,4
"51",3,11,3.06266481958145,0,45.9157784443814,13044.663873037,4
"52",3,12,0.192559406863398,0,45.9157784443814,13044.663873037,4
"53",3,13,2.76337086097703,0,45.9157784443814,13044.663873037,4
"54",3,14,1.56224659787093,1,45.9157784443814,13044.663873037,4
"55",3,15,3.89996531443329,1,45.9157784443814,13044.663873037,4
"56",3,16,3.06334778374636,1,45.9157784443814,13044.663873037,4
"57",3,17,1.22234189635395,0,45.9157784443814,13044.663873037,4
"58",3,18,1.10571376804839,1,45.9157784443814,13044.663873037,4
"59",3,19,4.04615270279461,1,45.9157784443814,13044.663873037,4
"60",3,20,1.86880941697462,0,45.9157784443814,13044.663873037,4
"61",4,1,3.51336602392615,0,45.9862991929986,31759.3070132834,1
"62",4,2,0.87494871814715,0,45.9862991929986,31759.3070132834,1
"63",4,3,3.0538550530796,2,45.9862991929986,31759.3070132834,1
"64",4,4,1.23366977261914,0,45.9862991929986,31759.3070132834,1
"65",4,5,1.08313152654169,0,45.9862991929986,31759.3070132834,1
"66",4,6,0.622548769758476,0,45.9862991929986,31759.3070132834,1
"67",4,7,1.49194332483865,0,45.9862991929986,31759.3070132834,1
"68",4,8,2.38480009601059,1,45.9862991929986,31759.3070132834,1
"69",4,9,2.92360096741348,0,45.9862991929986,31759.3070132834,1
"70",4,10,1.17228172221696,1,45.9862991929986,31759.3070132834,1
"71",4,11,4.73780920674796,1,45.9862991929986,31759.3070132834,1
"72",4,12,2.32590841209735,1,45.9862991929986,31759.3070132834,1
"73",4,13,3.99392420643134,3,45.9862991929986,31759.3070132834,1
"74",4,14,1.37175217016513,0,45.9862991929986,31759.3070132834,1
"75",4,15,2.73645781743026,2,45.9862991929986,31759.3070132834,1
"76",4,16,2.13445223881278,0,45.9862991929986,31759.3070132834,1
"77",4,17,1.05492893476957,0,45.9862991929986,31759.3070132834,1
"78",4,18,1.74381369425327,0,45.9862991929986,31759.3070132834,1
"79",4,19,0.637060016702854,0,45.9862991929986,31759.3070132834,1
"80",4,20,0.0334561328319272,0,45.9862991929986,31759.3070132834,1
"81",5,1,3.17775942168775,1,59.4624588489532,39585.6557695682,5
"82",5,2,0.59803981660468,1,59.4624588489532,39585.6557695682,5
"83",5,3,3.22595418823225,2,59.4624588489532,39585.6557695682,5
"84",5,4,0.086104941771066,0,59.4624588489532,39585.6557695682,5
"85",5,5,0.158439933881296,0,59.4624588489532,39585.6557695682,5
"86",5,6,2.80269539362994,1,59.4624588489532,39585.6557695682,5
"87",5,7,1.58142225434524,0,59.4624588489532,39585.6557695682,5
"88",5,8,1.45616757472859,0,59.4624588489532,39585.6557695682,5
"89",5,9,3.64039671986527,2,59.4624588489532,39585.6557695682,5
"90",5,10,0.989046394242077,0,59.4624588489532,39585.6557695682,5
"91",5,11,4.6313633411854,1,59.4624588489532,39585.6557695682,5
"92",5,12,1.01690442165161,0,59.4624588489532,39585.6557695682,5
"93",5,13,1.36560249042518,0,59.4624588489532,39585.6557695682,5
"94",5,14,1.11515963141102,0,59.4624588489532,39585.6557695682,5
"95",5,15,3.28132528003754,0,59.4624588489532,39585.6557695682,5
"96",5,16,1.77067347501085,1,59.4624588489532,39585.6557695682,5
"97",5,17,2.39710653220885,1,59.4624588489532,39585.6557695682,5
"98",5,18,1.0404386780904,1,59.4624588489532,39585.6557695682,5
"99",5,19,3.67200197736926,1,59.4624588489532,39585.6557695682,5
"100",5,20,3.31225904703739,0,59.4624588489532,39585.6557695682,5
"101",6,1,1.71304890680894,1,32.3638047818094,37858.638901077,4
"102",6,2,2.22784442677268,0,32.3638047818094,37858.638901077,4
"103",6,3,1.01622764778177,0,32.3638047818094,37858.638901077,4
"104",6,4,1.69276755461461,0,32.3638047818094,37858.638901077,4
"105",6,5,1.13266240471688,0,32.3638047818094,37858.638901077,4
"106",6,6,2.28736463311671,0,32.3638047818094,37858.638901077,4
"107",6,7,1.86589384799375,0,32.3638047818094,37858.638901077,4
"108",6,8,4.57027402313722,0,32.3638047818094,37858.638901077,4
"109",6,9,1.68172646549231,2,32.3638047818094,37858.638901077,4
"110",6,10,1.04644990623905,1,32.3638047818094,37858.638901077,4
"111",6,11,0.171657402411407,1,32.3638047818094,37858.638901077,4
"112",6,12,1.64667983609513,0,32.3638047818094,37858.638901077,4
"113",6,13,1.5451162929945,0,32.3638047818094,37858.638901077,4
"114",6,14,1.24462176880743,0,32.3638047818094,37858.638901077,4
"115",6,15,2.0038531044236,0,32.3638047818094,37858.638901077,4
"116",6,16,1.79758334582203,0,32.3638047818094,37858.638901077,4
"117",6,17,0.195278231457015,1,32.3638047818094,37858.638901077,4
"118",6,18,2.63614292621935,1,32.3638047818094,37858.638901077,4
"119",6,19,1.07681574007819,0,32.3638047818094,37858.638901077,4
"120",6,20,0.727382393711461,0,32.3638047818094,37858.638901077,4
"121",7,1,2.43079129915925,1,30.7782833939418,77139.4531535784,1
"122",7,2,0.393515039296736,0,30.7782833939418,77139.4531535784,1
"123",7,3,1.61513132486247,0,30.7782833939418,77139.4531535784,1
"124",7,4,1.96350010129882,1,30.7782833939418,77139.4531535784,1
"125",7,5,3.31401885280353,1,30.7782833939418,77139.4531535784,1
"126",7,6,1.92648843388655,0,30.7782833939418,77139.4531535784,1
"127",7,7,2.98511969239158,1,30.7782833939418,77139.4531535784,1
"128",7,8,2.32847914261051,0,30.7782833939418,77139.4531535784,1
"129",7,9,0.143608814652872,0,30.7782833939418,77139.4531535784,1
"130",7,10,2.67953772218325,1,30.7782833939418,77139.4531535784,1
"131",7,11,1.85206756035691,0,30.7782833939418,77139.4531535784,1
"132",7,12,0.427704306731046,0,30.7782833939418,77139.4531535784,1
"133",7,13,2.17000543359086,1,30.7782833939418,77139.4531535784,1
"134",7,14,1.08766981504143,0,30.7782833939418,77139.4531535784,1
"135",7,15,3.06948409685282,0,30.7782833939418,77139.4531535784,1
"136",7,16,4.81024474443722,3,30.7782833939418,77139.4531535784,1
"137",7,17,3.57249469359453,1,30.7782833939418,77139.4531535784,1
"138",7,18,3.21754091969943,1,30.7782833939418,77139.4531535784,1
"139",7,19,2.46831879606973,0,30.7782833939418,77139.4531535784,1
"140",7,20,2.81972081341642,0,30.7782833939418,77139.4531535784,1
"141",8,1,0.906210149705347,1,36.2710108691826,30606.5485688901,3
"142",8,2,0.303051055398119,0,36.2710108691826,30606.5485688901,3
"143",8,3,2.55067618552545,0,36.2710108691826,30606.5485688901,3
"144",8,4,1.67373797602946,0,36.2710108691826,30606.5485688901,3
"145",8,5,1.9617153778323,0,36.2710108691826,30606.5485688901,3
"146",8,6,1.43687824755257,2,36.2710108691826,30606.5485688901,3
"147",8,7,0.273872732092449,1,36.2710108691826,30606.5485688901,3
"148",8,8,2.22019014490943,0,36.2710108691826,30606.5485688901,3
"149",8,9,1.08439419930571,1,36.2710108691826,30606.5485688901,3
"150",8,10,0.514364596893567,0,36.2710108691826,30606.5485688901,3
"151",8,11,1.76485237217524,0,36.2710108691826,30606.5485688901,3
"152",8,12,2.14375746960152,0,36.2710108691826,30606.5485688901,3
"153",8,13,1.69740722470482,0,36.2710108691826,30606.5485688901,3
"154",8,14,2.99716296285679,2,36.2710108691826,30606.5485688901,3
"155",8,15,0.798766076398804,0,36.2710108691826,30606.5485688901,3
"156",8,16,0.835761915667084,0,36.2710108691826,30606.5485688901,3
"157",8,17,2.40915600821567,0,36.2710108691826,30606.5485688901,3
"158",8,18,2.31494142069883,0,36.2710108691826,30606.5485688901,3
"159",8,19,1.88141149663716,1,36.2710108691826,30606.5485688901,3
"160",8,20,0.787832854833328,0,36.2710108691826,30606.5485688901,3
"161",9,1,4.47958841447106,1,36.3506450473797,18729.3895757531,5
"162",9,2,2.03111483022291,0,36.3506450473797,18729.3895757531,5
"163",9,3,3.64068158203284,0,36.3506450473797,18729.3895757531,5
"164",9,4,0.254709297702757,1,36.3506450473797,18729.3895757531,5
"165",9,5,2.33690796403331,0,36.3506450473797,18729.3895757531,5
"166",9,6,3.06619583689917,0,36.3506450473797,18729.3895757531,5
"167",9,7,2.17250571369188,0,36.3506450473797,18729.3895757531,5
"168",9,8,1.68463684516901,1,36.3506450473797,18729.3895757531,5
"169",9,9,1.63569428168346,0,36.3506450473797,18729.3895757531,5
"170",9,10,1.58570538085686,1,36.3506450473797,18729.3895757531,5
"171",9,11,2.30215728718251,0,36.3506450473797,18729.3895757531,5
"172",9,12,2.67619497974317,0,36.3506450473797,18729.3895757531,5
"173",9,13,4.32057085555151,0,36.3506450473797,18729.3895757531,5
"174",9,14,0,0,36.3506450473797,18729.3895757531,5
"175",9,15,1.6809556213581,0,36.3506450473797,18729.3895757531,5
"176",9,16,1.38377832661811,0,36.3506450473797,18729.3895757531,5
"177",9,17,2.6387981401764,0,36.3506450473797,18729.3895757531,5
"178",9,18,2.21259049451141,0,36.3506450473797,18729.3895757531,5
"179",9,19,2.81715131108976,0,36.3506450473797,18729.3895757531,5
"180",9,20,3.03310402045884,0,36.3506450473797,18729.3895757531,5
"181",10,1,1.69033759868719,0,64.1326413010247,28829.3325344299,2
"182",10,2,0.504304830903336,0,64.1326413010247,28829.3325344299,2
"183",10,3,1.99241659534612,2,64.1326413010247,28829.3325344299,2
"184",10,4,3.1279402004346,1,64.1326413010247,28829.3325344299,2
"185",10,5,2.01622081007973,0,64.1326413010247,28829.3325344299,2
"186",10,6,2.38545193074106,0,64.1326413010247,28829.3325344299,2
"187",10,7,0.663936515621752,1,64.1326413010247,28829.3325344299,2
"188",10,8,1.18929614682049,0,64.1326413010247,28829.3325344299,2
"189",10,9,1.32166999396364,1,64.1326413010247,28829.3325344299,2
"190",10,10,0.580119444028105,1,64.1326413010247,28829.3325344299,2
"191",10,11,2.38983661055892,1,64.1326413010247,28829.3325344299,2
"192",10,12,1.07540246214983,0,64.1326413010247,28829.3325344299,2
"193",10,13,1.58138573683724,0,64.1326413010247,28829.3325344299,2
"194",10,14,2.80547995728561,2,64.1326413010247,28829.3325344299,2
"195",10,15,2.17302444308264,0,64.1326413010247,28829.3325344299,2
"196",10,16,0,0,64.1326413010247,28829.3325344299,2
"197",10,17,1.01678896297917,1,64.1326413010247,28829.3325344299,2
"198",10,18,2.89325747568279,1,64.1326413010247,28829.3325344299,2
"199",10,19,1.87446351328209,1,64.1326413010247,28829.3325344299,2
"200",10,20,3.96382651191352,2,64.1326413010247,28829.3325344299,2
"201",11,1,2.68993356859457,2,58.5935710570775,24858.0861532722,5
"202",11,2,3.43804489771019,1,58.5935710570775,24858.0861532722,5
"203",11,3,2.54028992312097,0,58.5935710570775,24858.0861532722,5
"204",11,4,2.55506511565056,2,58.5935710570775,24858.0861532722,5
"205",11,5,1.02686213539871,0,58.5935710570775,24858.0861532722,5
"206",11,6,2.19642389269722,1,58.5935710570775,24858.0861532722,5
"207",11,7,0.547136538264042,0,58.5935710570775,24858.0861532722,5
"208",11,8,1.2536841527375,3,58.5935710570775,24858.0861532722,5
"209",11,9,2.82265428301139,1,58.5935710570775,24858.0861532722,5
"210",11,10,2.33296761498524,0,58.5935710570775,24858.0861532722,5
"211",11,11,2.58646910308026,1,58.5935710570775,24858.0861532722,5
"212",11,12,0.691346804298888,3,58.5935710570775,24858.0861532722,5
"213",11,13,2.91457471660136,2,58.5935710570775,24858.0861532722,5
"214",11,14,2.20018537653695,1,58.5935710570775,24858.0861532722,5
"215",11,15,1.48456193254982,1,58.5935710570775,24858.0861532722,5
"216",11,16,4.01004720445106,0,58.5935710570775,24858.0861532722,5
"217",11,17,0.929137607678571,0,58.5935710570775,24858.0861532722,5
"218",11,18,0.811353830575635,1,58.5935710570775,24858.0861532722,5
"219",11,19,0.490048615169357,0,58.5935710570775,24858.0861532722,5
"220",11,20,0.80631116177827,1,58.5935710570775,24858.0861532722,5
"221",12,1,1.33379124912473,0,64.2295727271121,25214.3313676102,1
"222",12,2,1.01318196379083,1,64.2295727271121,25214.3313676102,1
"223",12,3,2.17407259484949,0,64.2295727271121,25214.3313676102,1
"224",12,4,0.0356132680725971,0,64.2295727271121,25214.3313676102,1
"225",12,5,0,0,64.2295727271121,25214.3313676102,1
"226",12,6,0.254047201420429,1,64.2295727271121,25214.3313676102,1
"227",12,7,0.366190510404285,1,64.2295727271121,25214.3313676102,1
"228",12,8,2.80406944539772,0,64.2295727271121,25214.3313676102,1
"229",12,9,1.93616329193999,2,64.2295727271121,25214.3313676102,1
"230",12,10,1.51642274186044,1,64.2295727271121,25214.3313676102,1
"231",12,11,2.82329690299772,0,64.2295727271121,25214.3313676102,1
"232",12,12,1.76820148503555,0,64.2295727271121,25214.3313676102,1
"233",12,13,0.414485457769913,0,64.2295727271121,25214.3313676102,1
"234",12,14,1.81393443297845,1,64.2295727271121,25214.3313676102,1
"235",12,15,1.41479750205191,0,64.2295727271121,25214.3313676102,1
"236",12,16,0.748091763864514,1,64.2295727271121,25214.3313676102,1
"237",12,17,2.81406104355211,1,64.2295727271121,25214.3313676102,1
